,token,first_seen,last_seen,tx_count,total_value,max_value_in_tx
40,Berry Tribut... (BRY),2021-03-11 18:09:30.191,2021-03-20 20:54:54.214,2,36.8979550759,35.0
41,Billion Happ... (BHC),2021-03-11 18:09:33.175,2021-03-18 03:35:33.468,2,1.8950336311999998,1.5012440435999999
42,Binance Agil... (BASD),2021-03-11 19:46:12.213,2021-03-11 19:46:12.213,1,1.5,1.5
43,Binance GeoD... (BGEO),2021-03-23 14:30:50.650,2021-03-23 14:30:50.650,1,12.4214093354,12.4214093354
44,Binance-Peg ... (ADA),2021-03-10 20:45:53.530,2021-03-11 01:29:43.290,2,50.7592,50.5592
45,Binance-Peg ... (BTCB),2021-03-10 15:12:47.499,2021-03-23 07:41:23.785,11,0.6429134699999999,0.45
46,Binance-Peg ... (BUSD),2021-03-10 15:12:47.605,2021-03-24 07:02:54.562,203,658412.0336664084,194753.0054894205
47,Binance-Peg ... (BUSD-T),2021-03-10 15:12:47.477,2021-03-24 07:02:54.481,43,65481.39014651771,10000.0
48,Binance-Peg ... (DAI),2021-03-15 22:30:35.052,2021-03-24 07:02:51.622,3,557.9208882839391,284.83
49,Binance-Peg ... (DOGE),2021-03-21 19:22:16.739,2021-03-23 07:41:23.870,2,9730.205545140001,9189.99914245
50,Binance-Peg ... (DOT),2021-03-10 16:00:47.587,2021-03-21 11:12:27.126,3,30.0750739653,23.99463756
51,Binance-Peg ... (ETH),2021-03-14 22:07:23.318,2021-03-24 07:02:54.567,7,2053.2356227006,2011.3577115019
52,Binance-Peg ... (LTC),2021-03-15 22:30:32.079,2021-03-18 23:58:54.105,2,25.108524768509483,20.688702753075212
53,Binance-Peg ... (SUSHI),2021-03-11 21:19:17.819,2021-03-16 23:02:05.072,2,250.0,200.0
54,Binance-Peg ... (UNI),2021-03-19 18:21:46.478,2021-03-19 18:21:46.478,1,5.53523762,5.53523762
55,Binance-Peg ... (USDC),2021-03-11 08:37:35.556,2021-03-21 19:22:16.719,4,5834025.656852497,5774169.005106333
56,Bingo Cash (BGO),2021-03-18 23:58:54.068,2021-03-18 23:58:54.068,1,0.07419762481318846,0.07419762481318846
57,Bingo Share (sBGO),2021-03-18 17:52:21.963,2021-03-22 13:09:04.338,6,0.0770625469,0.0316748753
58,BitBlocks Fi... (BBFI),2021-03-18 03:35:33.355,2021-03-20 14:47:02.807,3,70.7429062427,62.5103469423
59,BlueToken (BLUE),2021-03-15 16:22:10.414,2021-03-20 20:54:54.082,3,35.0684915921,34.3755458515
60,Bogged Finan... (BOG),2021-03-18 17:52:22.021,2021-03-19 18:21:46.471,2,49.2688319785,46.4038319785
61,Borshchik (BORSHC...),2021-03-11 18:56:42.187,2021-03-11 18:56:42.187,1,656.25,656.25
62,BrickChain (BRICK),2021-03-14 22:54:54.932,2021-03-23 08:23:24.102,6,1793.1430410915998,1186.6752437152
63,Bulb Token (BLB),2021-03-17 15:20:44.857,2021-03-17 15:20:44.857,1,8999.0,8999.0
64,Bunny Token (BUNNY),2021-03-15 16:22:10.402,2021-03-23 14:30:50.717,9,24.8884579041,8.0103928646
65,Burger Swap (BURGER),2021-03-17 15:20:44.837,2021-03-17 15:20:44.837,1,0.0021282805,0.0021282805
66,COMPLUS (COM),2021-03-15 22:30:32.087,2021-03-15 22:30:32.087,1,78.0,78.0
67,CafeSwap Tok... (BREW),2021-03-10 20:45:53.554,2021-03-22 13:16:31.190,7,28.42329795,21.2671391667
68,Cake or Deat... (COD),2021-03-16 23:02:02.106,2021-03-16 23:02:02.106,1,5.178817448,5.178817448
69,CardSwap Tok... (CARD),2021-03-10 20:45:53.472,2021-03-10 20:45:53.472,1,35.0,35.0
70,CheeseSwap I... (CID),2021-03-11 05:26:53.773,2021-03-21 15:17:48.130,3,111.8615079365,59.4107142857
71,CheesecakeSw... (CCAKE),2021-03-17 07:10:46.425,2021-03-20 20:54:54.168,2,19.3704083703,16.2906313002
72,CherryBlosso... (BLOSS),2021-03-20 10:43:29.110,2021-03-20 10:43:29.110,1,15795.94395123,15795.94395123
73,Chi Gastoken... (CHI),2021-03-14 22:54:54.735,2021-03-24 07:02:51.628,14,696.0,250.0
74,Chicken Keba... (CHIk),2021-03-23 07:41:23.839,2021-03-23 07:41:23.839,1,143.2470755443,143.2470755443
75,CocosTokenV2 (COCOS),2021-03-14 14:59:31.204,2021-03-14 14:59:31.204,1,6.19,6.19
76,Community St... (CSE),2021-03-16 23:02:05.073,2021-03-16 23:02:05.073,1,4.55,4.55
77,Conquer Swap... (BOAT),2021-03-21 15:17:48.196,2021-03-21 15:17:48.196,1,0.5088339223,0.5088339223
78,Contentos (COS),2021-03-16 23:02:05.099,2021-03-16 23:02:05.099,1,44403.7824368179,44403.7824368179
79,CoralFarm To... (CRL),2021-03-11 21:19:17.761,2021-03-17 13:17:11.984,2,2.8244274809,2.0
80,Corona Virus (VIRUS),2021-03-11 18:09:30.237,2021-03-20 14:47:02.872,5,268.7670194885,264.8640671731
81,Croco Vector... (CVV),2021-03-11 01:29:43.293,2021-03-11 01:29:43.293,1,0.016153846200000002,0.016153846200000002
82,Cryptoz eXPe... (CZXP),2021-03-14 14:59:31.226,2021-03-21 13:15:30.205,7,967.0,480.0
83,Cub Finance (CUB),2021-03-11 05:26:53.860,2021-03-22 13:16:31.246,3,5.2983997514,4.7142857143
84,DARUMA (DARUMA),2021-03-18 17:52:21.986,2021-03-18 17:52:21.986,1,2851206.68176954,2851206.68176954
85,DEFI 100 (D100),2021-03-11 11:46:57.196,2021-03-11 11:46:57.196,1,23685.221455278,23685.221455278
86,DF-BUSD-POOL (DF-BUS...),2021-03-21 13:15:30.176,2021-03-21 13:15:30.176,1,3041.6628708757,3041.6628708757
87,DFuture Toke... (DFT),2021-03-11 11:46:57.098,2021-03-15 11:21:13.232,2,2557.890861,2553.0
88,DODO bird (DODO),2021-03-11 01:29:40.352,2021-03-21 15:17:48.105,2,3.0401227902,3.0392584156
89,DUSA (DUSA),2021-03-20 14:47:02.864,2021-03-20 14:47:02.864,1,0.57362347,0.57362347
90,DXS TOKEN (DXS),2021-03-21 05:03:37.336,2021-03-21 05:03:37.336,1,0.0602895871,0.0602895871
91,DailySwap To... (DailyS),2021-03-11 11:46:57.112,2021-03-21 21:25:36.940,3,15306.1012691427,15106.1012691427
92,DeadSoul Tok... (DSL),2021-03-17 15:20:44.864,2021-03-17 15:20:44.864,1,12.8462569181,12.8462569181
93,Dimsum (DMS),2021-03-21 13:15:30.263,2021-03-22 13:09:04.260,2,110523760.37045994,108343917.01977886
94,Dino Token (DINO),2021-03-14 22:07:23.391,2021-03-16 23:02:04.995,3,3.1472392638,2.9447852761
95,Divine Lock (DVL),2021-03-23 08:23:24.085,2021-03-23 08:23:24.092,2,12258.5603619462,8419.8035344979
96,Doraemon (DORAE),2021-03-11 18:57:26.860,2021-03-11 18:57:26.860,1,10050888794.127012,10050888794.127012
97,Doritos Coin (DPUMP),2021-03-10 20:45:53.543,2021-03-10 20:45:53.543,1,1.571304196,1.571304196
98,Dragon Aces (Aces),2021-03-20 14:47:02.798,2021-03-20 14:47:02.798,1,493085932.8032791,493085932.8032791
99,Duck Token (DUCK),2021-03-14 22:53:33.942,2021-03-14 22:53:33.942,1,2.7070357757,2.7070357757
100,ETNA Network (ETNA),2021-03-21 15:17:48.153,2021-03-21 15:17:48.153,1,619150.0,619150.0
101,Eclipse (ECP),2021-03-18 17:52:22.042,2021-03-18 17:52:22.042,1,34.7234042553,34.7234042553
102,Egg Plant To... (EGPL),2021-03-17 13:17:11.961,2021-03-17 13:17:11.961,1,10.0,10.0
103,Eleven.finan... (ELE),2021-03-18 03:35:33.382,2021-03-18 03:35:33.382,1,6.3272598937,6.3272598937
104,Ellipsis.fin... (3EPS),2021-03-24 07:02:54.587,2021-03-24 07:02:54.587,1,9992.6274957051,9992.6274957051
105,Energy Token (Energy),2021-03-17 13:17:11.893,2021-03-21 21:25:37.007,9,128.4416485518,97.3856589685
106,Eva (EVA),2021-03-21 13:15:30.278,2021-03-21 19:22:16.734,2,102.57,74.41
107,FAC (FAC),2021-03-17 15:20:44.835,2021-03-17 15:20:44.915,2,2.4710548211,1.4710548211
108,FEB Token (FEB),2021-03-21 19:22:16.730,2021-03-21 19:22:16.730,1,1161918076.0,1161918076.0
109,FEGtoken (FEG),2021-03-14 22:53:33.974,2021-03-20 10:43:28.967,2,29428027370.79306,25480000000.0
110,FOREST Finan... (FOREST),2021-03-23 18:38:53.415,2021-03-23 18:38:53.585,2,0.3199102286,0.2557442481
111,FREE coin BS... (FREE),2021-03-11 05:26:53.794,2021-03-22 13:16:31.223,4,114548087.36722927,100000000.0
112,Falopa (FLP),2021-03-20 20:54:54.127,2021-03-20 20:54:54.127,1,0.0067841234000000005,0.0067841234000000005
113,Farming: 1in... (farm-1...),2021-03-11 18:09:33.184,2021-03-11 18:09:33.184,1,55.4110802931,55.4110802931
114,Fero (Fero),2021-03-15 22:30:32.092,2021-03-15 22:30:32.092,1,7.619614283550725,7.619614283550725
115,FireBull Tok... (FBull),2021-03-22 13:09:04.357,2021-03-22 13:09:04.361,2,86.5061247228,63.4892889742
116,Friction Fin... (TAO),2021-03-20 10:43:29.066,2021-03-20 10:43:29.066,1,22.998288263,22.998288263
117,Frog.Finance (FROG),2021-03-21 11:12:27.122,2021-03-21 11:12:27.122,1,1880154.31239586,1880154.31239586
118,Fruit Token (FRUIT),2021-03-10 20:45:53.499,2021-03-21 19:22:16.746,2,1055.8862433863,753.0588624339
119,FullSail Fin... (SAIL),2021-03-11 08:37:35.566,2021-03-20 20:54:54.175,10,59.7153871083,43.7248592639
120,GasBack (GasBac...),2021-03-14 14:59:31.228,2021-03-14 14:59:31.228,1,1050.6567721488,1050.6567721488
121,Giraffe Toke... (GIRAFF...),2021-03-17 15:20:44.814,2021-03-17 15:20:44.892,2,1.1366744457000002,0.7762501013
122,GoSwapp (GOFI),2021-03-14 22:07:23.261,2021-03-14 22:07:23.261,1,15.0,15.0
123,Goku Token(t... ($Goku),2021-03-21 11:12:27.021,2021-03-21 11:12:27.021,1,818897367.7646694,818897367.7646694
124,Gold Fish (GLDFIS...),2021-03-11 11:46:57.058,2021-03-16 23:02:05.090,2,12.2935045482,12.2066666667
125,Golden Goose... (GG1),2021-03-10 16:00:47.513,2021-03-23 18:38:53.542,18,936.616547779781,849.516479882
126,Golden Goose... (GG2),2021-03-11 18:09:30.219,2021-03-19 18:21:46.462,23,247.42233636660004,163.1980399751
127,Golden Goose... (GG3),2021-03-18 17:52:21.957,2021-03-23 18:38:53.424,15,57.76188916938163,35.5971501932
128,GoldenGem (GOG),2021-03-15 11:21:13.212,2021-03-15 11:21:13.212,1,48722394.95490413,48722394.95490413
129,Goose Golden... (EGG),2021-03-10 20:45:53.483,2021-03-21 19:22:16.673,30,203.28898127191476,103.41773249977923
130,GourmetGalax... (GUM),2021-03-24 07:02:51.638,2021-03-24 07:02:51.638,1,20029.0,20029.0
131,Harakiri Tok... ($HRKR),2021-03-22 13:09:04.333,2021-03-22 13:16:31.166,2,3670635.5389257288,2639457.714675852
132,Helmet.insur... (Helmet),2021-03-10 15:12:47.470,2021-03-16 23:01:46.762,3,26614.5238266518,26558.0
133,HyperAlloy (ALLOY),2021-03-10 15:12:47.535,2021-03-24 07:02:51.639,11,657.7532310165909,419.9378017341
134,HyperMechs (MECHS),2021-03-14 14:59:31.201,2021-03-14 14:59:31.201,1,1.0000559677,1.0000559677
135,IMO (IMO),2021-03-21 21:25:37.014,2021-03-21 21:25:37.014,1,2832.6601115934,2832.6601115934
136,IRON Share (SIL),2021-03-11 01:29:40.331,2021-03-15 22:30:32.102,2,6.770837399632136,4.6212824281
137,IRON Share V... (STEEL),2021-03-18 11:44:29.739,2021-03-23 18:38:53.486,4,92.1801745476,65.2791779911
138,Injective Pr... (INJ),2021-03-15 22:30:35.067,2021-03-15 22:30:35.067,1,85.66807081446473,85.66807081446473
139,Interest Bea... (ibBNB),2021-03-19 14:18:28.766,2021-03-19 14:18:28.766,1,79.8365558672,79.8365558672
140,Iron Finance (IRON),2021-03-17 13:17:11.954,2021-03-17 13:17:11.954,1,400000.0,400000.0
141,JULb (JULb),2021-03-11 19:46:12.273,2021-03-23 07:41:23.867,12,4.810816502912896,2.2269022629
142,Jiggly (JIGG),2021-03-14 14:59:31.322,2021-03-21 21:25:36.928,6,98.38763628378109,66.6273952917
143,Juggernaut D... (JGN),2021-03-17 15:20:44.848,2021-03-17 15:20:44.848,1,999.000211,999.000211
144,JulSwap (JulD),2021-03-10 15:12:47.483,2021-03-24 07:02:54.488,20,82111.3071816625,30682.7517671273
145,KIWIGO (KGO),2021-03-14 22:07:23.254,2021-03-22 13:16:31.206,4,97.48976,72.48976
146,Kebab Token (KEBAB),2021-03-11 01:29:43.279,2021-03-20 02:32:28.791,5,85.9866174263,43.287037037
147,KimochiToken (KIMOCH...),2021-03-21 11:12:26.995,2021-03-21 11:12:26.995,1,13.3541646759,13.3541646759
148,Kindcow Fina... (KIND),2021-03-11 11:46:57.128,2021-03-15 22:30:35.060,6,2200.1538078000003,2116.68312081
149,King of the ... (KOTH),2021-03-16 23:01:46.835,2021-03-16 23:02:02.109,2,5.104545034099999,2.8425907441
150,KingdomSwapF... (CROWN),2021-03-14 22:53:34.011,2021-03-14 22:53:34.011,1,1.3997296472,1.3997296472
151,Kirin (KIRI),2021-03-10 20:45:53.514,2021-03-10 22:19:25.587,2,2.7254853076,2.7214432023
152,Klingon Toke... (KLING),2021-03-11 15:43:05.439,2021-03-11 15:43:05.564,2,0.1217426803,0.1195945322
153,Knight Token (KNIGHT),2021-03-15 16:22:10.472,2021-03-15 16:22:10.528,2,15757.2705157307,10822.6119485411
154,Kofta (KFT),2021-03-21 19:22:16.639,2021-03-21 19:22:16.639,1,30.0,30.0
155,LarvaSwap To... (LARVA),2021-03-11 01:29:43.255,2021-03-11 01:29:43.255,1,14.0986668411,14.0986668411
156,Lead Token o... (LEAD),2021-03-11 18:09:30.272,2021-03-23 07:41:23.796,4,18449.091862231697,17484.0974149383
157,LenaShield T... (LST),2021-03-18 23:58:51.155,2021-03-18 23:58:51.155,1,0.0,0.0
158,Life (LIFE),2021-03-19 18:21:46.307,2021-03-19 18:21:46.307,1,16.4811285714,16.4811285714
159,Lightning (LIGHT),2021-03-15 22:30:35.023,2021-03-15 22:30:35.023,1,15565.03701092,15565.03701092
160,Linear Token (LINA),2021-03-10 16:00:47.506,2021-03-24 07:02:54.573,5,46284.4699985662,30000.0
161,Litentry (LIT),2021-03-11 21:19:17.847,2021-03-14 22:53:33.920,2,24.5445832832,23.5695832832
162,Lyptus Token (LYPTUS),2021-03-21 13:15:30.224,2021-03-21 13:15:30.224,1,12.4418604651,12.4418604651
163,MDG/BUSD Val... (MDGBUS...),2021-03-10 15:12:47.464,2021-03-10 15:12:47.464,1,17.5151233569,17.5151233569
164,MDO/MDG Valu... (MDOMDG),2021-03-10 20:45:53.562,2021-03-10 20:45:53.562,1,7.9899635573,7.9899635573
165,MEE/WBNB Val... (MEEWBN...),2021-03-10 16:00:47.563,2021-03-10 16:00:47.563,1,5.99592e-05,5.99592e-05
166,MES/WBNB Val... (MESWBN...),2021-03-16 23:01:46.823,2021-03-16 23:01:46.823,1,0.0736680324,0.0736680324
167,MX Token (MX),2021-03-24 07:02:54.493,2021-03-24 07:02:54.493,1,0.0,0.0
168,MacaronSwap ... (MCRN),2021-03-18 19:55:32.513,2021-03-18 19:55:32.523,2,237.7,200.0
169,Magic Balanc... (MGB),2021-03-22 13:16:31.189,2021-03-22 13:16:31.189,1,0.05,0.05
170,Magikarp (MAGI),2021-03-10 22:19:25.624,2021-03-10 22:19:25.624,1,73445.19,73445.19
171,Mango Farm (MANGO),2021-03-17 07:10:46.334,2021-03-17 07:10:46.334,1,0.0152694886,0.0152694886
172,ManySwap Tok... (MANY),2021-03-20 20:54:54.182,2021-03-20 20:54:54.182,1,26.6055045872,26.6055045872
173,MarsCats (🐱),2021-03-19 18:21:46.334,2021-03-19 18:21:46.461,2,2.0,1.0
174,Melon (MELN),2021-03-20 20:54:54.134,2021-03-20 20:54:54.134,1,197.2014134276,197.2014134276
175,MeowSwap Tok... (MEOW),2021-03-18 19:55:32.468,2021-03-21 11:12:27.019,2,100.9243911775,52.8894451443
176,Meowth Token (MEOWTH),2021-03-10 20:45:53.487,2021-03-18 03:35:33.372,3,875.058411215,856.308411215
177,Mercipith (MERCY),2021-03-10 15:12:47.579,2021-03-10 15:12:47.579,1,0.96,0.96
178,Midas Dollar (MDO),2021-03-10 22:19:25.606,2021-03-23 14:30:50.621,7,694.0671659650999,501.1019163191
179,Midas Dollar... (MDS),2021-03-10 15:12:47.509,2021-03-24 07:02:54.494,6,0.14785308060000002,0.0894581148
180,Midas Gold (MDG),2021-03-10 16:00:47.575,2021-03-17 15:20:44.832,6,5.0173971804,3.533258868
181,Midas Gold 2 (MDG2),2021-03-16 23:01:46.712,2021-03-24 07:02:54.517,8,2.5164342302,1.4249130807000001
182,MochiSwap To... (MOCHI),2021-03-19 18:21:46.376,2021-03-19 18:21:46.376,1,65.9209291695,65.9209291695
183,Moeda SEEDS (SEEDS),2021-03-10 15:12:47.522,2021-03-11 18:57:26.775,2,9916.4535644679,9821.7293402165
184,Monster Slay... (MSC),2021-03-20 14:47:02.740,2021-03-20 14:47:02.740,1,412.7066959751,412.7066959751
185,Monster Slay... (MSS),2021-03-11 11:46:57.191,2021-03-20 14:47:02.766,3,4.5608225425999995,4.414
186,Moo BIFI (mooBIF...),2021-03-17 07:10:46.303,2021-03-19 18:21:46.416,2,10.4167175303,6.5565674896
187,Moola (MLA),2021-03-14 14:59:31.295,2021-03-14 14:59:31.295,1,200.0,200.0
188,Moon Defi (MNDF),2021-03-11 01:29:43.299,2021-03-11 01:29:43.299,1,90000000000.0,90000000000.0
189,Mouse.Farm (MOUSE),2021-03-11 11:46:57.053,2021-03-16 23:01:46.790,2,23.8886963567,23.177482186
190,NAR Token (NAR),2021-03-18 11:44:29.718,2021-03-18 11:44:29.718,1,24971.1114838322,24971.1114838322
191,NFTArt.Finan... (NFTART),2021-03-23 18:38:53.564,2021-03-23 18:38:53.564,1,443024304241646.5,443024304241646.5
192,NFTL Token (NFTL),2021-03-15 11:21:13.206,2021-03-15 11:21:13.206,1,686.1344268218,686.1344268218
193,NIFDO Protoc... (NFD),2021-03-16 23:01:46.812,2021-03-16 23:01:46.812,1,20.0,20.0
194,Nerve (NRV),2021-03-16 23:02:02.103,2021-03-16 23:02:02.103,1,321.2253967229,321.2253967229
195,Ninetails (NINE),2021-03-23 07:41:23.756,2021-03-23 07:41:23.756,1,3.1010309278,3.1010309278
196,Niubi Token (NIU),2021-03-10 20:45:53.524,2021-03-10 20:45:53.524,1,8.5714285714,8.5714285714
197,Nominex (NMX),2021-03-22 13:16:31.213,2021-03-22 13:16:31.213,1,61.678130269,61.678130269
198,Nyan Cat Tok... (NCAT),2021-03-23 18:38:53.513,2021-03-23 18:38:53.513,1,483052916199.7157,483052916199.7157
199,Nyan Token (NYAN),2021-03-23 14:30:50.595,2021-03-23 14:30:50.595,1,59.1233766234,59.1233766234
200,OBRB (OBRb),2021-03-11 01:29:40.336,2021-03-11 01:29:40.336,1,1.0,1.0
201,OREO (ORE),2021-03-19 14:18:28.844,2021-03-19 14:18:28.844,1,30.0,30.0
202,PANDADAO (PDAO),2021-03-11 19:46:12.279,2021-03-14 22:07:23.320,2,7438903.418207976,6315338.418207976
203,PEGASUS Fina... (PEGASU...),2021-03-17 13:17:11.941,2021-03-17 13:17:11.941,1,279.2502337603,279.2502337603
204,Palm Token (PALM),2021-03-21 05:03:37.320,2021-03-21 19:22:16.723,2,37.5206008237,35.4829433324
205,Pancake LPs (Cake-L...),2021-03-10 15:12:47.491,2021-03-24 07:02:54.592,97,78894947.59389278,78881063.77466154
206,PancakeSwap ... (Cake),2021-03-10 15:12:47.530,2021-03-24 07:02:54.578,142,9795.15726588501,4667.8169339869
207,Peanut (PNUT),2021-03-11 08:37:35.494,2021-03-11 08:37:35.494,1,25423.20278005,25423.20278005
208,PepeSwap Tok... (PEPE),2021-03-18 19:55:32.565,2021-03-18 19:55:32.565,1,100000.0,100000.0
209,Perrserker T... (PERRSE...),2021-03-11 05:26:53.737,2021-03-11 05:26:53.737,1,1086.44426137,1086.44426137
210,Pet Token (PET),2021-03-23 18:38:53.551,2021-03-23 18:38:53.551,1,1.0,1.0
211,PeyniCoin (PYC),2021-03-11 21:19:17.816,2021-03-11 21:19:17.816,1,1.5,1.5
212,PhaserBSC (PHX),2021-03-11 18:09:30.309,2021-03-11 18:09:30.309,1,11.8695750061,11.8695750061
213,PhoenixDefi.... (PNIX),2021-03-17 15:20:44.862,2021-03-17 15:20:44.862,1,100.0,100.0
214,Piano Token (PIANO),2021-03-23 14:30:50.573,2021-03-23 14:30:50.573,1,0.0827831019,0.0827831019
215,Pichu Token (PICHU),2021-03-14 22:54:54.902,2021-03-14 22:54:54.902,1,9.7252365461,9.7252365461
216,Pig Token (PIG),2021-03-15 16:22:10.489,2021-03-17 15:20:44.788,2,4082714495.137997,3551159164.80245
217,Pill (PILL),2021-03-11 01:29:40.324,2021-03-11 01:29:43.247,5,17.7352139822,7.6133389822
218,Pineapple (PIN),2021-03-19 14:18:28.849,2021-03-20 02:32:28.812,3,2.4615384614999996,2.2615384615
219,Pinelix (PNL),2021-03-19 18:21:46.391,2021-03-19 18:21:46.391,1,7000000.0,7000000.0
220,PizzaSwap (PIZZA),2021-03-17 13:17:11.962,2021-03-22 13:16:31.176,2,6.6925396825000005,6.655
221,PoFi (PoFi),2021-03-21 11:12:27.064,2021-03-21 13:15:30.194,2,2.8396226415,2.5
222,Pokeball (POKE),2021-03-14 22:53:34.039,2021-03-14 22:53:34.039,1,3.0,3.0
223,Polaris (POLAR),2021-03-14 14:59:31.207,2021-03-14 14:59:31.207,1,0.9375,0.9375
224,PolyCrowns (pCWS),2021-03-19 18:21:46.315,2021-03-19 18:21:46.315,1,0.3110417574,0.3110417574
225,Pulldogswap (PUS),2021-03-11 05:26:53.812,2021-03-11 05:26:53.812,1,719049019.0553942,719049019.0553942
226,RAKE (RAKE),2021-03-14 14:59:31.212,2021-03-21 19:22:16.666,2,0.0158923718,0.0117336203
227,RAMP DEFI (RAMP),2021-03-11 01:29:40.362,2021-03-11 08:37:35.607,2,22805.4797204496,22708.5525584486
228,Ramen Token (Ramen),2021-03-10 22:19:22.676,2021-03-23 08:23:24.144,3,158.56791973149998,152.1001974738
229,Reactive.fin... (REACT),2021-03-11 18:56:42.043,2021-03-11 18:56:42.043,1,305326.21096084,305326.21096084
230,Reef.finance (REEF),2021-03-14 22:07:23.385,2021-03-14 22:07:23.385,1,1992.068184756,1992.068184756
231,Roar Finance (ROFI),2021-03-21 21:25:36.953,2021-03-22 13:16:31.259,3,30000.0,10000.0
232,Rooster Fina... (RTF),2021-03-18 03:35:33.381,2021-03-22 13:09:04.259,2,200000.0,100000.0
